CODE;TYPE;DESCRIPTION
"EF025237";"Logical";"With discharge hose"
"EF025239";"Numeric";"Cabinet height"
"EF025240";"Alphanumeric";"Type of shut off valve"
"EF025241";"Logical";"Load-carrying at pressure"
"EF025242";"Logical";"Load-carrying at pull"
"EF025247";"Logical";"Suitable for boiling water"
"EF025248";"Logical";"With watercooler"
"EF025249";"Logical";"Plinth boiler"
"EF025250";"Logical";"Approved according to EN 1359"
"EF025251";"Logical";"With connection coupling"
"EF025252";"Range";"Capacity"
"EF025253";"Logical";"System-specific"
"EF025254";"Alphanumeric";"Contour code"
"EF025255";"Logical";"Handheld"
"EF025256";"Alphanumeric";"Tube shape"
"EF025257";"Numeric";"Material thickness grid"
"EF025258";"Logical";"Single edge"
"EF025259";"Logical";"Adjustable attachment"
"EF025260";"Logical";"Widened sealing flange"
"EF025261";"Alphanumeric";"Shape of grid"
"EF025262";"Alphanumeric";"Shape of perforation grid"
"EF025263";"Numeric";"Height grid"
"EF025264";"Numeric";"Outside radius grille"
"EF025265";"Numeric";"Inside radius grille"
"EF025266";"Logical";"Grid for tiles"
"EF025267";"Logical";"Grille for glass"
"EF025268";"Alphanumeric";"Material quality grid"
"EF025269";"Range";"Suitable for pipe diameter roof flashing"
"EF025270";"Numeric";"Max. dehumidification capacity per 24 hours"
"EF025272";"Numeric";"Suction pipe length"
"EF025273";"Numeric";"Suction hose length"
"EF025275";"Logical";"With dynamic power booster"
"EF025276";"Logical";"Suitable for top cooling"
"EF025277";"Numeric";"Total cooling capacity 26 °C - 17/19"
"EF025279";"Logical";"Paintable"
"EF025280";"Alphanumeric";"Connector, connection 3"
"EF025282";"Numeric";"Resin content"
"EF025283";"Numeric";"Salt use per regeneration"
"EF025284";"Numeric";"Capacity at 10°D"
"EF025297";"Alphanumeric";"Colour cover"
"EF025303";"Numeric";"Mesh size"
"EF025305";"Alphanumeric";"Number of tiles"
"EF025306";"Logical";"With ventilation grille"
"EF025307";"Logical";"With magnetic closure"
"EF025308";"Alphanumeric";"Tile size"
"EF025310";"Logical";"With roof upstand"
"EF025311";"Numeric";"Length in the clear"
"EF025312";"Numeric";"Width in the clear"
"EF025315";"Numeric";"Max. number of devices"
"EF025316";"Logical";"Monolithic gutter"
"EF025317";"Logical";"Slot gutter"
"EF025318";"Logical";"Buffer gutter"
"EF025319";"Logical";"Crinkled"
"EF025320";"Numeric";"Type (pounds notation)"
"EF025321";"Alphanumeric";"Dome shape"
"EF025322";"Logical";"With foot pedal"
"EF025325";"Numeric";"Energy consumption per process (temperature 45-60 °C)"
"EF025326";"Numeric";"Tube distance"
"EF025327";"Numeric";"Suitable for vessel contents"
"EF025328";"Numeric";"Pulling head diameter"
"EF025331";"Logical";"With decorative fence"
"EF025332";"Logical";"With ash pan"
"EF025333";"Numeric";"Diameter pipe mouth"
"EF025334";"Logical";"Cold water connection"
"EF025335";"Logical";"Gas connection"
"EF025336";"Logical";"With rope"
"EF025337";"Logical";"Flow-/return connection"
"EF025338";"Numeric";"Diameter in the clear"
"EF025339";"Numeric";"Water use per regeneration"
"EF025340";"Numeric";"Min. mounting height"
"EF025341";"Numeric";"Bottom width (lying-width)"
"EF025342";"Logical";"Studded panel"
"EF025343";"Logical";"Tacker plate"
"EF025344";"Logical";"Inlay plate"
"EF025345";"Logical";"With foil"
"EF025346";"Numeric";"Heat resistance Rd"
"EF025356";"Alphanumeric";"Air tightness class according to EN 1751"
"EF025370";"Logical";"Fungus resistance"
"EF025375";"Logical";"Suitable as a desanding pit"
"EF025382";"Alphanumeric";"Material mounting garniture"
"EF025383";"Alphanumeric";"Surface treatment mounting garniture"
"EF025384";"Logical";"Fluid"
"EF025385";"Numeric";"Rosette size"
"EF025386";"Logical";"With shaving set holder"
"EF025387";"Logical";"With toilet brush"
"EF025389";"Logical";"With holder for hairdryer"
"EF025390";"Logical";"With medicine cabinet"
"EF025391";"Logical";"With tissue holder"
"EF025392";"Logical";"With trash can"
"EF025393";"Logical";"With built-in frame"
"EF025395";"Logical";"Wiping arc continuously adjustable"
"EF025396";"Numeric";"Number of tabs"
"EF025397";"Numeric";"Sight height"
"EF025398";"Numeric";"Reel blade diameter"
"EF025399";"Numeric";"Length (inflated)"
"EF025400";"Numeric";"Width (inflated)"
"EF025401";"Numeric";"Height (inflated)"
"EF025403";"Logical";"With heat shield"
"EF025406";"Logical";"With brake"
"EF025407";"Logical";"With drawers"
"EF025408";"Logical";"With insert ring"
"EF025409";"Numeric";"Head height"
"EF025411";"Range";"Wrench width"
"EF025413";"Numeric";"Number of end cutting pliers"
"EF025414";"Numeric";"Number of washstand pliers"
"EF025415";"Numeric";"Number of combination pliers"
"EF025416";"Numeric";"Number of flat nose pliers"
"EF025417";"Numeric";"Number of round nose pliers"
"EF025418";"Numeric";"Number of telephone pliers"
"EF025419";"Numeric";"Number of diagonal cutting nippers"
"EF025420";"Numeric";"Number of wire stripper pliers"
"EF025421";"Numeric";"Number of water pump pliers"
"EF025422";"Numeric";"Number of pipe wrenches"
"EF025423";"Numeric";"Number of fencing pliers"
"EF025424";"Numeric";"Number of pincers"
"EF025425";"Numeric";"Number of sealing pliers"
"EF025426";"Numeric";"Number of circlip pliers"
"EF025427";"Numeric";"Number of cable tie tools"
"EF025428";"Numeric";"Number of grip pliers"
"EF025429";"Numeric";"Number of siphon pliers"
"EF025430";"Logical";"Suitable for double hex nuts"
"EF025431";"Logical";"Suitable for protruding torx screws"
"EF025432";"Logical";"Suitable for recessed torx screws"
"EF025433";"Logical";"Suitable for in-hex screws"
"EF025434";"Logical";"Water contacts"
"EF025435";"Logical";"With gauge"
"EF025437";"Numeric";"Number of drift punches"
"EF025438";"Numeric";"Number of chisels straight"
"EF025439";"Numeric";"Number of chisels semi round"
"EF025440";"Numeric";"Number of chisels V-shape"
"EF025441";"Numeric";"Number of chisels flat"
"EF025442";"Numeric";"Number of chisels pointed"
"EF025443";"Logical";"Rectangular mounting"
"EF025444";"Logical";"With scale"
"EF025445";"Numeric";"Number of pulley pullers"
"EF025446";"Numeric";"Number of wheel-hub pullers"
"EF025447";"Numeric";"Number of oil filter hooks"
"EF025449";"Numeric";"Number of cartridge hooks"
"EF025450";"Numeric";"Number of drive shaft pullers"
"EF025451";"Numeric";"Number of steering-wheel pullers"
"EF025452";"Logical";"Insert"
"EF025453";"Numeric";"Length folded"
"EF025454";"Logical";"With knife"
"EF025455";"Logical";"With spanner"
"EF025456";"Logical";"With screw driver"
"EF025457";"Logical";"With saw blade"
"EF025458";"Logical";"With file"
"EF025459";"Logical";"With scissors"
"EF025460";"Logical";"With bottle opener"
"EF025461";"Logical";"With tin opener"
"EF025462";"Numeric";"Number of block file"
"EF025463";"Numeric";"Number of semi round file"
"EF025464";"Numeric";"Number of round file"
"EF025465";"Numeric";"Number of three-square file"
"EF025466";"Numeric";"Number of square file"
"EF025468";"Numeric";"Lug width"
"EF025470";"Numeric";"Countersink angle"
"EF025472";"Range";"Countersink diameter"
"EF025473";"Numeric";"Number of cutting edges"
"EF025474";"Numeric";"Number of countersinks"
"EF025475";"Numeric";"Number of drills for concrete"
"EF025476";"Numeric";"Number of drills for stainless steel"
"EF025477";"Numeric";"Number of drills for wood"
"EF025478";"Numeric";"Number of drills for plastic"
"EF025479";"Numeric";"Number of drills for nonferrous metals"
"EF025480";"Numeric";"Number of drills for steel"
"EF025481";"Numeric";"Number of drills for stone"
"EF025482";"Numeric";"Number of nozzle holes"
"EF025483";"Logical";"Output left"
"EF025484";"Logical";"Output right"
"EF025485";"Numeric";"Max. number of wipers"
"EF025486";"Logical";"Continuously variable"
"EF025487";"Logical";"Wash program"
"EF025488";"Numeric";"Diameter small"
"EF025489";"Numeric";"Diameter large"
"EF025490";"Numeric";"Nominal duct diameter on outlet side"
"EF025491";"Numeric";"Number of bolt extractors"
"EF025492";"Logical";"With slide rail"
"EF025493";"Numeric";"Max. bending angle"
"EF025494";"Numeric";"Bending force"
"EF025495";"Logical";"Transparent bowl"
"EF025496";"Numeric";"Connection pipe diameter"
"EF025497";"Logical";"Suitable for foam"
"EF025498";"Range";"Operating pressure"
"EF025499";"Numeric";"Spray range"
"EF025500";"Numeric";"Spray time"
"EF025501";"Logical";"With ratchet"
"EF025502";"Numeric";"Number of blades"
"EF025503";"Numeric";"Outer pipe diameter connection inlet side"
"EF025504";"Numeric";"Outer pipe diameter connection outlet side"
"EF025505";"Logical";"Detect chloride (CI2)"
"EF025506";"Logical";"Detect chloride dioxide (CIO2)"
"EF025507";"Logical";"Detect hydrogen cyanide (HCN)"
"EF025508";"Logical";"Detect hydrogen sulphide (H2S)"
"EF025509";"Logical";"Detect nitrogen dioxide (NO2)"
"EF025510";"Logical";"Detect oxygen (O2)"
"EF025511";"Logical";"Detect ozone (O3)"
"EF025512";"Logical";"Detect phosphine (PH3)"
"EF025513";"Logical";"Detect sulphur dioxide (SO2)"
"EF025514";"Logical";"Detect volatile organic compounds"
"EF025516";"Numeric";"Nominal flow"
"EF025517";"Alphanumeric";"Connection size inlet"
"EF025518";"Alphanumeric";"Connection size outlet"
"EF025521";"Numeric";"Back width"
"EF025522";"Logical";"With infrared sensor"
"EF025523";"Numeric";"Buoyancy"
"EF025524";"Logical";"Inflatable"
"EF025525";"Logical";"Automatically inflatable"
"EF025526";"Logical";"Multiple inflatable chambers"
"EF025527";"Logical";"With reflective tape"
"EF025528";"Logical";"With grab loop"
"EF025529";"Logical";"With harness"
"EF025530";"Logical";"With emergency light"
"EF025531";"Logical";"With buddy line"
"EF025532";"Logical";"SOLAS approved"
"EF025533";"Logical";"With whistle"
"EF025534";"Logical";"With inflatable head support"
"EF025535";"Logical";"Fire resistant"
"EF025536";"Numeric";"Weight without motor and fuel"
"EF025537";"Logical";"With engine"
"EF025538";"Logical";"Suitable for solid wood"
"EF025539";"Alphanumeric";"Diameter"
"EF025540";"Numeric";"Displacement"
"EF025541";"Numeric";"Bore"
"EF025542";"Numeric";"Gear ratio"
"EF025543";"Range";"Max. revolutions"
"EF025544";"Numeric";"Dry weight"
"EF025545";"Numeric";"Capacity fuel tank"
"EF025546";"Logical";"Suitable for diesel"
"EF025547";"Logical";"Manual starting system"
"EF025548";"Logical";"Manual control system"
"EF025549";"Logical";"Manual trim system"
"EF025550";"Logical";"Counter rotation"
"EF025552";"Logical";"With trim indicator"
"EF025553";"Logical";"With oil pressure control"
"EF025554";"Logical";"With overheat alarm"
"EF025555";"Logical";"With revolution limiter"
"EF025556";"Logical";"With man overboard switch"
"EF025557";"Logical";"With water in fuel sensor"
"EF025558";"Range";"Suitable for propeller size"
"EF025559";"Logical";"With propeller"
"EF025561";"Logical";"LED lamp"
"EF025562";"Numeric";"Sight distance"
"EF025564";"Numeric";"Max. push load"
"EF025565";"Numeric";"Min. radius"
"EF025566";"Numeric";"Min. stroke"
"EF025567";"Logical";"With grab line"
"EF025568";"Logical";"With lifeline"
"EF025569";"Numeric";"Pressure"
"EF025570";"Logical";"With fixed gauge"
"EF025571";"Logical";"Suitable for automatic operation"
"EF025574";"Numeric";"Roll diameter"
"EF025575";"Logical";"EU Ecolabel"
"EF025577";"Logical";"Suitable for bump check"
"EF025578";"Logical";"Suitable for calibration"
"EF025579";"Logical";"Suitable for configuration"
"EF025580";"Logical";"Suitable for data transfer"
"EF025581";"Logical";"Suitable for charging"
"EF025582";"Alphanumeric";"Material quality clamp strip"
"EF025583";"Logical";"Half-round model"
"EF025584";"Logical";"With smoke catcher"
"EF025586";"Numeric";"Cold crank amps according to EN"
"EF025587";"Numeric";"Cold crank amps according to SAE"
"EF025588";"Numeric";"Capacity 20h"
"EF025590";"Logical";"Knitted"
"EF025591";"Logical";"Woven"
"EF025592";"Logical";"Diamond plate"
"EF025593";"Numeric";"Surface single side"
"EF025594";"Numeric";"Diameter rudder stock shaft"
"EF025595";"Numeric";"Length rudder stock shaft"
"EF025597";"Logical";"With safety clamp"
"EF025598";"Logical";"With washers"
"EF025599";"Logical";"With nuts"
"EF025600";"Numeric";"Length rudder trunk"
"EF025602";"Numeric";"Height rudder blade"
"EF025605";"Logical";"Built-in inlet combination"
"EF025606";"Alphanumeric";"Expansion connection"
"EF025607";"Numeric";"Inner diameter part above roof"
"EF025608";"Numeric";"Inner diameter, connection 1"
"EF025609";"Numeric";"Inner diameter, connection 2"
"EF025610";"Logical";"Suitable for exhaust pipe"
"EF025613";"Numeric";"Number of cushions"
"EF025614";"Logical";"Ribbed"
"EF025616";"Alphanumeric";"Material connection 1"
"EF025617";"Alphanumeric";"Material connection 2"
"EF025618";"Alphanumeric";"Material quality connection 1"
"EF025619";"Alphanumeric";"Material quality connection 2"
"EF025620";"Alphanumeric";"Nominal diameter connection"
"EF025621";"Numeric";"Diameter connection (metric)"
"EF025622";"Numeric";"Kink angle"
"EF025623";"Logical";"Self-tapping"
"EF025624";"Logical";"Suitable for indoor use"
"EF025625";"Logical";"Suitable for all liquids"
"EF025627";"Logical";"Non slip"
"EF025628";"Range";"Grain size"
"EF025629";"Logical";"Suitable for oil filter"
"EF025630";"Numeric";"Outer diameter of double-walled system"
"EF025631";"Logical";"Suitable for car"
"EF025632";"Logical";"Suitable for truck"
"EF025637";"Numeric";"Outside hexagon"
"EF025638";"Numeric";"Internal hex drive"
"EF025641";"Numeric";"Bulb thickness"
"EF025643";"Logical";"Annealed"
"EF025644";"Alphanumeric";"European standard"
"EF025653";"Logical";"With flexible anvil"
"EF025654";"Logical";"With cutter for cutting and trimming lead weights"
"EF025655";"Logical";"With adhesive foil"
"EF025656";"Logical";"With replaceable plastic jaws"
"EF025659";"Range";"For hose diameter"
"EF025660";"Logical";"Adjustable chisel"
"EF025661";"Logical";"Adjustable jaw hole"
"EF025663";"Alphanumeric";"Material sheet 1"
"EF025664";"Alphanumeric";"Material sheet 2"
"EF025665";"Numeric";"Thickness sheet 1"
"EF025666";"Numeric";"Thickness sheet 2"
"EF025668";"Alphanumeric";"Surface protection sheet 1"
"EF025669";"Alphanumeric";"Surface protection sheet 2"
"EF025670";"Numeric";"RAL-number sheet 1"
"EF025671";"Numeric";"RAL-number panel 2"
"EF025672";"Numeric";"Overall thickness"
"EF025674";"Logical";"Without recoil"
"EF025675";"Logical";"With bearing"
"EF025676";"Logical";"Adjustable impact force"
"EF025677";"Logical";"Suitable for nails"
"EF025678";"Logical";"Suitable for staples"
"EF025680";"Logical";"Suitable for cable staples"
"EF025691";"Logical";"Sold in pairs"
"EF025694";"Logical";"Suitable for single arm"
"EF025695";"Logical";"Suitable for double arm"
"EF025696";"Logical";"Suitable for mounting through glass"
"EF025697";"Logical";"Suitable for mounting through bulkhead"
"EF025698";"Logical";"Twisted drill pattern"
"EF025699";"Numeric";"Thread size small (metric)"
"EF025700";"Numeric";"Thread size large (metric)"
"EF025701";"Logical";"Suitable for dry use"
"EF025702";"Logical";"Suitable for porcelain"
"EF025703";"Logical";"Suitable for filler"
"EF025704";"Logical";"With clamper"
"EF025705";"Logical";"Can be washed out"
"EF025706";"Logical";"Reusable"
"EF025707";"Logical";"With shaft"
"EF025708";"Numeric";"Diameter cutter"
"EF025710";"Logical";"T-model"
"EF025711";"Numeric";"Max. speed"
"EF025714";"Logical";"Automatic switch off"
"EF025716";"Logical";"With spare blades"
"EF025717";"Numeric";"Cutting deduction"
"EF025718";"Numeric";"Number of cutting wheels"
"EF025719";"Alphanumeric";"International shore connection"
"EF025725";"Numeric";"Nominal torque"
"EF025727";"Logical";"With mixing garde"
"EF025731";"Logical";"Oval shape"
"EF025732";"Logical";"With several probes"
"EF025734";"Logical";"With suction cup"
"EF025736";"Numeric";"Suitable for number of batteries"
"EF025737";"Logical";"With battery tester"
"EF025739";"Range";"Recommended battery capacity"
"EF025740";"Numeric";"Power factor"
"EF025742";"Logical";"Float charger"
"EF025747";"Logical";"Suitable for sockets"
"EF025748";"Logical";"With cover plate"
"EF025749";"Logical";"With bayonet fitting"
"EF025752";"Numeric";"Max. angle"
"EF025754";"Logical";"With wheels"
"EF025757";"Numeric";"Angle cutting head"
"EF025758";"Alphanumeric";"Thread size nut left"
"EF025759";"Alphanumeric";"Thread size nut right"
"EF025760";"Logical";"With hose connection"
