CODE;VERSION;DESCRIPTION;STATUS;GROUP_CODE
"EC011447";"4";"Roof gutter bracket";"Published";"EG000049"
"EC011449";"2";"Group distributor housing";"Published";"EG015410"
"EC011450";"5";"Air curtain for cold application";"Published";"EG015240"
"EC011453";"7";"Bimetal steam trap";"Published";"EG015810"
"EC011455";"4";"T-piece rectangular air duct (90 degrees)";"Published";"EG015560"
"EC011457";"6";"Foot valve";"Published";"EG015810"
"EC011458";"4";"Washbasin element for construction wall";"Published";"EG017970"
"EC011459";"4";"Solar heater tank with collector";"Published";"EG015210"
"EC011461";"4";"Clamping strip, foundation bracket";"Published";"EG000049"
"EC011462";"6";"Knife gate valve";"Published";"EG015610"
"EC011463";"8";"Regulating valve";"Published";"EG015610"
"EC011464";"5";"Wind velocity sensor";"Published";"EG015820"
"EC011465";"3";"Cover plate, height-adjustment system";"Published";"EG017210"
"EC011466";"4";"Profile connection accessory sanitary";"Published";"EG017970"
"EC011467";"6";"Three-way screw valve";"Published";"EG015610"
"EC011468";"6";"Pressure differential sensor";"Published";"EG015820"
"EC011469";"7";"Check valve";"Published";"EG015810"
"EC011470";"2";"Glass brick";"Published";"EG019510"
"EC011471";"4";"Combined boiler with detachable burner";"Published";"EG015210"
"EC011472";"4";"Flat flange, round air duct";"Published";"EG015560"
"EC011474";"3";"Flanged sleeve, embedding duct";"Published";"EG015560"
"EC011475";"3";"Pull coupling for plastic tube";"Published";"EG000050"
"EC011476";"3";"Toilet flush pipe seal";"Published";"EG017550"
"EC011477";"3";"Aluminium laminate hose, uninsulated with spiral";"Published";"EG015510"
"EC011478";"7";"Pressure transmitter";"Published";"EG015820"
"EC011479";"5";"Accessories/spare parts for air heaters";"Published";"EG015210"
"EC011480";"2";"Domestic control set";"Published";"EG015850"
"EC011482";"2";"Outlet intermediate piece roof gutter";"Published";"EG015110"
"EC011483";"4";"Rain water discharge cistern";"Published";"EG015110"
"EC011484";"2";"Bottle for soap dispenser";"Published";"EG017210"
"EC011485";"5";"Accessories/spare parts for air curtain";"Published";"EG015240"
"EC011486";"5";"Wind direction sensor";"Published";"EG015820"
"EC011487";"6";"Free programmable controller";"Published";"EG015850"
"EC011488";"3";"Protective tube for plastic pipe system";"Published";"EG000060"
"EC011490";"7";"Pressure difference overflow controller";"Published";"EG015810"
"EC011491";"5";"Electrical accessories/spare parts for pumps";"Published";"EG015260"
"EC011492";"5";"Bath shelf";"Published";"EG017210"
"EC011493";"4";"Shower curtain rail";"Published";"EG017210"
"EC011494";"5";"Accessories/spare parts for boilers";"Published";"EG015210"
"EC011495";"4";"Rectangular side connection, embedding duct";"Published";"EG015560"
"EC011496";"6";"Accessories/spare parts for butterfly valve";"Published";"EG015620"
"EC011497";"6";"Ventilation valve";"Published";"EG015240"
"EC011500";"3";"Rain cover";"Published";"EG015580"
"EC011501";"5";"Frost temperature sensor active";"Published";"EG015820"
"EC011502";"5";"Combined measuring and control valve";"Published";"EG015810"
"EC011503";"7";"Spring-loaded pressure relief valve";"Published";"EG015810"
"EC011504";"5";"Glass/soap holder";"Published";"EG017210"
"EC011505";"5";"Double wall/built-in element slop sink";"Published";"EG017130"
"EC011508";"5";"Clamp strip coupling";"Published";"EG015540"
"EC011510";"5";"Room temperature sensor active";"Published";"EG015820"
"EC011511";"2";"Collection tray/dish";"Published";"EG017210"
"EC011512";"4";"Cover rosette, flue gas/air supply pipe";"Published";"EG015560"
"EC011513";"5";"Glass holder";"Published";"EG017210"
"EC011514";"3";"Boarding set for double wall/built-in element";"Published";"EG017130"
"EC011516";"3";"Thermostatic flow control valve, hot tap water";"Published";"EG015610"
"EC011518";"4";"T-Y-piece embedding duct";"Published";"EG015560"
"EC011519";"2";"Electric lifting system flushing reservoir";"Published";"EG017140"
"EC011522";"4";"U-joint for mounting rail";"Published";"EG019710"
"EC011523";"4";"Electric control flushing system";"Published";"EG017140"
"EC011524";"3";"Cover plate for vertical radiator base console";"Published";"EG019490"
"EC011525";"4";"Connecting element, carrying pipe section";"Published";"EG000049"
"EC011526";"4";"Adjusted toilet seat (disabled sanitary)";"Published";"EG017210"
"EC011527";"6";"Double-walled flue gas pipe";"Published";"EG015550"
"EC011528";"6";"Vacuum breaker for steam";"Published";"EG015810"
"EC011529";"6";"Spiral-wound flange gasket (DIN)";"Published";"EG015910"
"EC011531";"1";"Chimney support";"Published";"EG015560"
"EC011533";"8";"Copper pipe";"Published";"EG015530"
"EC011534";"3";"Cabinet fan";"Published";"EG015260"
"EC011535";"6";"Shower hose";"Published";"EG017640"
"EC011537";"5";"Push-button surface-mounted flushing reservoir";"Published";"EG017140"
"EC011538";"2";"Chimney wind support";"Published";"EG015560"
"EC011539";"5";"Tap-raising ring";"Published";"EG017620"
"EC011540";"7";"Three-way ball valve";"Published";"EG015610"
"EC011541";"6";"Display/operator panel";"Published";"EG015850"
"EC011542";"3";"Chimney renovation set";"Published";"EG015560"
"EC011543";"3";"Radiator valve pipe bend";"Published";"EG015540"
"EC011544";"6";"Flue gas wall duct";"Published";"EG015560"
"EC011545";"4";"Anemostat, rectangular front";"Published";"EG015240"
"EC011546";"5";"Tap rosette";"Published";"EG017620"
"EC011547";"2";"Combined preburner";"Published";"EG015210"
"EC011548";"5";"Pneumatic control flushing system";"Published";"EG017140"
"EC011549";"5";"Pressure difference controller";"Published";"EG015810"
"EC011550";"6";"Washbasin";"Published";"EG017110"
"EC011551";"1";"Roof boarding bracket";"Published";"EG015560"
"EC011552";"4";"Grid shoe for air duct";"Published";"EG015560"
"EC011553";"4";"Fire sleeve for pipe";"Published";"EG019760"
"EC011554";"7";"Thermodynamic stream trap";"Published";"EG015810"
"EC011555";"4";"Rail console set";"Published";"EG000049"
"EC011556";"4";"Aluminium laminate hose, insulated with spiral";"Published";"EG015510"
"EC011557";"5";"Mounting head, ribbed fixing strap";"Published";"EG000049"
"EC011558";"3";"Wash-tub";"Published";"EG017110"
"EC011559";"3";"Convector base";"Published";"EG019490"
"EC011560";"7";"Pipe rosette";"Published";"EG000060"
"EC011561";"5";"Clamping slide, foundation bracket";"Published";"EG000049"
"EC011564";"2";"Thyristor power controller";"Published";"EG015260"
"EC011565";"5";"Mechanical toilet flusher";"Published";"EG017610"
"EC011566";"4";"Body shower (emergency shower)";"Published";"EG017640"
"EC011567";"5";"Accessories/spare parts for control valve";"Published";"EG015620"
"EC011568";"3";"Sun sensor, active";"Published";"EG015820"
"EC011571";"3";"Accessories/spare parts for universal suspension system";"Published";"EG000049"
"EC011572";"2";"Window temperature sensor";"Published";"EG015820"
"EC011573";"4";"Air-conditioning split system – single split, complete";"Published";"EG015230"
"EC011579";"4";"Air-conditioning split system – multi-split, complete";"Published";"EG015230"
"EC011580";"5";"Air-conditioning split system – inside unit (evaporator)";"Published";"EG015230"
"EC011583";"4";"Air-conditioning split system – single-split condensing unit, air-cooled";"Published";"EG015230"
"EC011584";"3";"Air-conditioning system – multi-split condensing unit, air-cooled";"Published";"EG015230"
"EC011587";"5";"Air-conditioning split system – single-split condensing unit, water-cooled";"Published";"EG015230"
"EC011590";"3";"Universal suspension system";"Published";"EG000049"
"EC011594";"4";"Electronic toilet flusher";"Published";"EG017610"
"EC011595";"3";"Accessories/spare parts for shower curtain";"Published";"EG017210"
"EC011596";"2";"Handle combination system, adapted sanitary fittings";"Published";"EG017210"
"EC011597";"2";"Inlet-/ drain set disabled sanitary";"Published";"EG017550"
"EC011598";"2";"V-snare";"Published";"EG019910"
"EC011599";"5";"Duct heater, electric";"Published";"EG015210"
"EC011600";"4";"Duct heater indirectly heated";"Published";"EG015210"
"EC011601";"3";"Accessories/spare parts for duct heater";"Published";"EG015210"
"EC011602";"3";"Air-conditioning conduit set";"Published";"EG015230"
"EC011603";"4";"Accessories/spare parts for airconditioning";"Published";"EG015230"
"EC011604";"3";"Mobile air-conditioner";"Published";"EG015230"
"EC011605";"4";"Window air-conditioner";"Published";"EG015230"
"EC011606";"5";"Accessories/spare parts for ventilator";"Published";"EG015260"
"EC011607";"3";"Accessories/spare parts for thermal pipe insulation";"Published";"EG018110"
"EC011608";"3";"Open central heating distributor";"Published";"EG015400"
"EC011609";"4";"Bath";"Published";"EG017110"
"EC011610";"5";"System bath";"Published";"EG017110"
"EC011612";"3";"Accessories/spare parts for emergency shower";"Published";"EG017640"
"EC011613";"4";"Shower column/panel";"Published";"EG017640"
"EC011614";"4";"Large kitchen mixing tap";"Published";"EG017610"
"EC011615";"4";"Large kitchen tap";"Published";"EG017610"
"EC011616";"3";"Accessories/spare parts for sanitary taps";"Published";"EG017610"
"EC011617";"3";"Tail pump";"Published";"EG015260"
"EC011618";"3";"Cooling unit for heat recovery unit";"Published";"EG015230"
"EC011619";"3";"Accessories/spare parts for needle valve";"Published";"EG015610"
"EC011620";"3";"Bottom valve";"Published";"EG015610"
"EC011621";"2";"Toilet lift";"Published";"EG017210"
"EC011622";"3";"Accessories/spare parts for toilet lift";"Published";"EG017210"
"EC011623";"3";"Hydraulic actuator for valve";"Published";"EG015620"
"EC011624";"3";"Conductivity sensor";"Published";"EG015820"
"EC011625";"1";"Chain wheel";"Published";"EG015620"
"EC011627";"3";"Line blind valve";"Published";"EG015610"
"EC011628";"2";"Humidifier (steam)";"Published";"EG015170"
"EC011629";"2";"Build-on set for valve";"Published";"EG015620"
"EC011630";"2";"Condensate pump steam operated";"Published";"EG015810"
"EC011631";"3";"Mica plate";"Published";"EG019720"
"EC011632";"2";"Pneumatic cylinder";"Published";"EG015620"
"EC011633";"2";"Blowdown controller";"Published";"EG015850"
"EC011635";"3";"Steam water mixer";"Published";"EG015610"
"EC011636";"4";"Deck fill cap";"Published";"EG014000"
"EC011637";"3";"Manhole cover";"Published";"EG014000"
"EC011638";"2";"Mica flange gasket";"Published";"EG015910"
"EC011639";"1";"Signal automaton shipping";"Published";"EG016760"
"EC011640";"4";"Inclinometer";"Published";"EG015830"
"EC011641";"1";"Sound reception system shipping";"Published";"EG016740"
"EC011642";"3";"Steam injector";"Published";"EG015620"
"EC011643";"4";"Accessories/spare parts for deck cap/pipe passage";"Published";"EG014000"
"EC011644";"1";"Boiler connection element for heat recovery unit for single family house";"Published";"EG015560"
"EC011645";"4";"Concentrical connection set flue gas/air supply";"Published";"EG015560"
"EC011646";"3";"Accessories/spare parts for flue gas analyser";"Published";"EG000044"
"EC011647";"3";"Accessories/spare parts for bottom valve";"Published";"EG015610"
"EC011648";"3";"Accessories/spare parts for fire fighting valve";"Published";"EG015610"
"EC011649";"3";"Accessories/spare parts for steam trap";"Published";"EG015810"
"EC011650";"3";"Accessories/spare parts for pressure sensor";"Published";"EG015820"
"EC011652";"4";"Accessories/spare parts for liquids filter";"Published";"EG015140"
"EC011653";"3";"Accessories/spare parts for sound reception system shipping";"Published";"EG016740"
"EC011654";"3";"Accessories/spare parts for hydraulic actuator for valve";"Published";"EG015620"
"EC011655";"3";"Accessories/spare parts for inclinometer";"Published";"EG015830"
"EC011656";"3";"Accessories/spare parts for regulating valve";"Published";"EG015610"
"EC011657";"4";"Accessories/spare parts for globe valve";"Published";"EG015610"
"EC011658";"3";"Accessories/spare parts for clamp coupling";"Published";"EG015520"
"EC011659";"4";"Accessories/spare parts for ball valve";"Published";"EG015610"
"EC011660";"3";"Accessories/spare parts for humidifier";"Published";"EG015170"
"EC011661";"4";"Accessories/spare parts for solenoid valve";"Published";"EG015610"
"EC011662";"4";"Accessories/spare parts for pressure gauge";"Published";"EG015830"
"EC011663";"3";"Accessories/spare parts for manifold valve";"Published";"EG015610"
"EC011665";"3";"Accessories/spare parts for liquid level sensor";"Published";"EG015820"
"EC011666";"4";"Accessories/spare parts for level switch";"Published";"EG015840"
"EC011667";"4";"Accessories/spare parts for air vent";"Published";"EG015810"
"EC011668";"3";"Accessories/spare parts for fittings";"Published";"EG015540"
"EC011669";"4";"Accessories/spare parts for gauge";"Published";"EG015830"
"EC011670";"3";"Accessories/spare parts for compressed air valve";"Published";"EG015610"
"EC011671";"3";"Accessories/spare parts for plate slide valve";"Published";"EG015610"
"EC011672";"3";"Accessories/spare parts for plug valve";"Published";"EG015610"
"EC011673";"3";"Accessories/spare parts for piston valve";"Published";"EG015610"
"EC011674";"4";"Accessories/spare parts for pneumatic servomotor for valves";"Published";"EG015620"
"EC011675";"3";"Accessories/spare parts for pressure reduction valve";"Published";"EG015870"
"EC011676";"4";"Accessories/spare parts for gate valve";"Published";"EG015620"
"EC011677";"3";"Accessories/spare parts for signal automaton shipping";"Published";"EG016760"
"EC011678";"3";"Accessories/spare parts for signal horn shipping";"Published";"EG016760"
"EC011679";"3";"Accessories/spare parts for blow-off valve";"Published";"EG015620"
"EC011680";"3";"Accessories/spare parts for steam/water mixer";"Published";"EG015620"
"EC011681";"4";"Accessories/spare parts for thermometer";"Published";"EG015830"
"EC011682";"4";"Accessories/spare parts for liquid flow meter";"Published";"EG015830"
"EC011683";"3";"Accessories/spare parts for float valve";"Published";"EG015620"
"EC011684";"3";"Accessories/spare parts for foot valve";"Published";"EG015870"
"EC011685";"4";"Accessories/spare parts for storz coupling";"Published";"EG015520"
"EC011686";"3";"Accessories/spare parts for central heating plate changer";"Published";"EG015220"
"EC011687";"3";"Accessories/spare parts for watertight switching";"Published";"EG015840"
"EC011688";"4";"Accessories/spare parts for worm gearbox for valves";"Published";"EG015620"
"EC011689";"3";"Accessories/spare parts for seal";"Published";"EG015910"
"EC011690";"3";"Accessories/spare parts for condensate pump steam operated";"Published";"EG015870"
"EC011691";"3";"Accessories/spare parts for guillemin coupling";"Published";"EG015520"
"EC011692";"4";"Accessories/spare parts for viewing-/checking device";"Published";"EG015880"
"EC011693";"3";"Accessories/spare parts for line blind valve";"Published";"EG015620"
"EC011694";"4";"Accessories/spare parts for safety device";"Published";"EG015870"
"EC011695";"2";"Grease box";"Published";"EG015620"
"EC011696";"3";"Vibration damper";"Published";"EG018410"
"EC011698";"3";"Hot tap water heater, directly fired with control system";"Published";"EG015210"
"EC011699";"3";"Signal horn shipping";"Published";"EG016760"
"EC011700";"3";"Bend pipe system for floor/wall";"Published";"EG015540"
"EC011701";"1";"Flexible metal connecting pipe (extractable)";"Published";"EG015530"
"EC011704";"4";"Pre-insulated plastic pipe";"Published";"EG015530"
"EC011705";"3";"Duct cooler cold water";"Published";"EG015230"
"EC011706";"3";"Pictogram Sanitary room";"Published";"EG017210"
"EC011707";"3";"Tile adhesive";"Published";"EG019510"
"EC011708";"3";"Tile profile";"Published";"EG019510"
"EC011709";"4";"Tile grout";"Published";"EG019510"
"EC011710";"1";"Shower heat (recovery) exchanger";"Published";"EG015220"
"EC011711";"3";"Accessories/spare parts for pre-insulated plastic pipe";"Published";"EG015530"
"EC011712";"3";"Condensate water pump";"Published";"EG015260"
"EC011713";"3";"Accessories/spare parts for pressure difference overflow controller";"Published";"EG015810"
